,,,,,,,,,,,,,,,,,,,,,,,,,Move samples,,,,,,,,,,
Activity,StartTime [ISO8601],Duration [s],Calories,Distance [m],HrAvg,Latitude,Longitude,SpeedAvg [km/h],TE,AscentAltitude,AscentTime,DescentAltitude,DescentTime,FlatTime,HighAltitude,LowAltitude,HrMin,HrPeak,SpeedMax,TemperatureAvg,TemperatureMax,TemperatureMin,SampleInterval,Device,LocalTime,Altitude,Distance,EnergyConsumption,HeartRate,SeaLevelPressure,Speed,Temperature,VerticalSpeed,,IBI
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:07,1629,1803,14.5,144,1015,1.7,27.5,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:08,1629,1803,14.5,143,1015,1.7,27.5,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:09,1629,1803,14.5,142,1015,1.7,27.5,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:10,1629,1803,14.5,141,1015,1.7,27.5,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:11,1629,1803,14.5,142,1015,1.7,27.5,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:12,1629,1803,14.5,141,1015,1.7,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:13,1629,1803,14.5,141,1015,1.7,27.5,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:14,1629,1803,12.8,140,1015,1.7,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:15,1629,1817,12.8,140,1015,1.7,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:16,1629,1817,12.8,140,1015,1.7,27.5,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:17,1629,1817,12.8,140,1015,1.7,27.5,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:18,1629,1817,12.8,139,1015,1.7,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:19,1629,1817,12.8,139,1015,1.7,27.5,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:20,1629,1824,12.8,139,1015,1.7,27.5,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:21,1628,1824,12.8,137,1015,1.7,27.5,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:22,1628,1824,12.8,138,1015,1.7,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:23,1628,1824,12.8,138,1015,1.7,27.5,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:24,1628,1824,11.5,138,1015,1.7,27.5,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:25,1628,1824,11.5,138,1015,1.7,27.5,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:26,1628,1824,11.5,138,1015,1.7,27.5,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:27,1628,1837,11.5,137,1015,1.7,27.5,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:28,1628,1837,11.5,136,1015,1.7,27.5,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:29,1628,1837,11.5,135,1015,1.7,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:30,1628,1837,11.5,135,1015,1.7,27.5,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:31,1629,1837,11.5,136,1015,1.7,27.5,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:32,1629,1845,11.5,136,1015,1.7,27.5,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:33,1629,1845,11.5,137,1015,1.7,27.5,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:34,1629,1845,10.8,136,1015,1.7,27.5,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:35,1629,1845,10.8,136,1015,1.6,27.5,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:36,1629,1845,10.8,136,1015,1.6,27.5,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:37,1629,1845,10.8,136,1015,1.6,27.5,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:38,1629,1845,10.8,136,1015,1.6,27.5,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:39,1629,1845,10.8,135,1015,1.6,27.5,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:40,1629,1845,10.8,134,1015,1.6,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:41,1628,1859,10.8,134,1015,1.6,27.4,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:42,1628,1859,10.8,133,1015,1.7,27.4,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:43,1628,1859,10.8,132,1015,1.7,27.4,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:44,1628,1859,9.4,131,1015,1.7,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:45,1628,1859,9.4,131,1015,1.6,27.4,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:46,1628,1859,9.4,132,1015,1.6,27.4,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:47,1628,1859,9.4,132,1015,1.6,27.4,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:48,1628,1859,9.4,133,1015,1.6,27.4,0,,370
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:49,1628,1859,9.4,133,1015,1.6,27.4,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:50,1628,1873,9.4,133,1015,1.6,27.4,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:51,1628,1873,9.4,132,1015,1.6,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:52,1628,1873,9.4,132,1015,1.6,27.4,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:53,1628,1873,9.4,133,1015,1.6,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:54,1628,1873,9.1,133,1015,1.6,27.4,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:55,1628,1873,9.1,133,1015,1.6,27.4,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:56,1628,1873,9.1,133,1015,1.6,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:57,1628,1873,9.1,133,1015,1.6,27.4,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:58,1628,1887,9.1,133,1015,1.6,27.4,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:29:59,1628,1887,9.1,132,1015,1.6,27.4,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:00,1628,1887,9.1,132,1015,1.6,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:01,1628,1887,9.1,132,1015,1.6,27.4,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:02,1628,1887,9.1,133,1015,1.6,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:03,1628,1887,9.1,133,1015,1.6,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:04,1628,1897,9,133,1015,1.7,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:05,1628,1897,9,133,1015,1.7,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:06,1628,1897,9,133,1015,1.9,27.4,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:07,1628,1897,9,134,1015,1.9,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:08,1628,1897,9,135,1015,2,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:09,1628,1897,9,137,1015,2,27.4,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:10,1628,1897,9,139,1015,2,27.4,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:11,1628,1913,9,140,1015,2.1,27.4,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:12,1628,1913,9,140,1015,2.2,27.4,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:13,1628,1913,9,140,1015,2.2,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:14,1628,1913,10.4,141,1015,2.2,27.4,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:15,1628,1913,10.4,142,1015,2.1,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:16,1628,1913,10.4,143,1015,2.1,27.4,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:17,1628,1913,10.4,144,1015,2.1,27.4,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:18,1628,1913,10.4,144,1015,2.1,27.4,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:19,1628,1930,10.4,144,1015,2.1,27.4,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:20,1628,1930,10.4,144,1015,2.1,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:21,1628,1930,10.4,146,1015,2.1,27.4,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:22,1628,1930,10.4,147,1015,2.1,27.4,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:23,1628,1930,10.4,147,1015,2.2,27.4,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:24,1628,1930,12.5,147,1015,2.2,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:25,1628,1943,12.5,148,1015,2.2,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:26,1628,1943,12.5,149,1015,2.2,27.4,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:27,1628,1943,12.5,149,1015,2.2,27.4,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:28,1628,1943,12.5,149,1015,2.2,27.4,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:29,1628,1943,12.5,150,1015,2.2,27.4,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:30,1628,1943,12.5,151,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:31,1628,1943,12.5,151,1015,2.2,27.3,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:32,1628,1943,12.5,152,1015,2.2,27.3,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:33,1628,1962,12.5,153,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:34,1628,1962,14.9,154,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:35,1628,1962,14.9,155,1015,2.2,27.3,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:36,1628,1962,14.9,155,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:37,1628,1962,14.9,156,1015,2.2,27.3,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:38,1628,1962,14.9,157,1015,2.2,27.3,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:39,1628,1976,14.9,157,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:40,1628,1976,14.9,158,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:41,1628,1976,14.9,158,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:42,1628,1976,14.9,159,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:43,1628,1976,14.9,159,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:44,1628,1976,17.6,159,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:45,1628,1976,17.6,159,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:46,1628,1976,17.6,159,1015,2.2,27.3,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:47,1628,1976,17.6,159,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:48,1628,1995,17.6,159,1015,2.2,27.3,0,,370
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:49,1628,1995,17.6,159,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:50,1628,1995,17.6,160,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:51,1628,1995,17.6,159,1015,2.2,27.3,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:52,1628,1995,17.6,159,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:53,1628,1995,17.6,159,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:54,1628,1995,18.8,159,1015,2.2,27.3,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:55,1628,1995,18.8,159,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:56,1628,1995,18.8,160,1015,2.2,27.3,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:57,1628,2015,18.8,160,1015,2.2,27.3,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:58,1628,2015,18.8,160,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:30:59,1628,2015,18.8,161,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:00,1628,2015,18.8,161,1015,2.2,27.3,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:01,1628,2015,18.8,162,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:02,1628,2015,18.8,162,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:03,1628,2015,18.8,163,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:04,1628,2015,19.9,163,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:05,1628,2015,19.9,164,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:06,1628,2034,19.9,163,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:07,1628,2034,19.9,164,1015,2.2,27.3,0,,368
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:08,1628,2034,19.9,164,1015,2.2,27.3,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:09,1628,2034,19.9,165,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:10,1628,2034,19.9,165,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:11,1628,2034,19.9,166,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:12,1628,2034,19.9,166,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:13,1628,2034,19.9,167,1015,2.2,27.3,0,,367
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:14,1628,2034,20.4,167,1015,2.2,27.3,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:15,1628,2054,20.4,167,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:16,1628,2054,20.4,168,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:17,1628,2054,20.4,167,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:18,1628,2054,20.4,167,1015,2.2,27.3,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:19,1628,2054,20.4,167,1015,2.2,27.3,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:20,1628,2054,20.4,167,1015,2.2,27.3,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:21,1628,2054,20.4,167,1015,2.2,27.3,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:22,1628,2054,20.4,167,1015,2.2,27.3,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:23,1628,2072,20.4,168,1015,2.2,27.3,0,,369
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:24,1628,2072,20.6,168,1015,2.2,27.3,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:25,1628,2072,20.6,168,1015,2.2,27.3,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:26,1628,2072,20.6,168,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:27,1628,2072,20.6,167,1015,2.2,27.3,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:28,1628,2072,20.6,167,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:29,1628,2072,20.6,167,1015,2.2,27.3,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:30,1628,2072,20.6,167,1015,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:31,1627,2090,20.6,167,1015,2.2,27.2,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:32,1627,2090,20.6,167,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:33,1627,2090,20.6,167,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:34,1627,2090,20.7,167,1015,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:35,1627,2090,20.7,167,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:36,1627,2090,20.7,167,1015,2.2,27.2,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:37,1627,2090,20.7,167,1015,2.2,27.2,0,,358
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:38,1627,2090,20.7,168,1015,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:39,1627,2090,20.7,167,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:40,1627,2110,20.7,168,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:41,1627,2110,20.7,168,1015,2.2,27.2,0,,358
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:42,1627,2110,20.7,168,1015,2.2,27.2,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:43,1627,2110,20.7,167,1015,2.2,27.2,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:44,1627,2110,20.7,168,1015,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:45,1627,2110,20.7,167,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:46,1627,2110,20.7,167,1015,2.2,27.2,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:47,1627,2123,20.7,168,1015,2.2,27.2,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:48,1627,2123,20.7,167,1015,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:49,1627,2123,20.7,168,1015,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:50,1627,2123,20.7,168,1015,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:51,1628,2134,20.7,168,1015,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:52,1628,2134,20.7,168,1015,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:53,1628,2134,20.7,168,1015,2.2,27.2,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:54,1628,2134,20.8,168,1015,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:55,1628,2134,20.8,168,1015,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:56,1628,2146,20.8,168,1015,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:57,1628,2146,20.8,168,1015,2.2,27.2,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:58,1628,2146,20.8,168,1015,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:31:59,1628,2146,20.8,168,1015,2.2,27.2,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:00,1628,2146,20.8,168,1016,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:01,1626,2157,20.8,167,1016,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:02,1626,2157,20.8,167,1016,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:03,1626,2157,20.8,167,1016,2.2,27.2,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:04,1626,2157,20.8,167,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:05,1626,2157,20.8,167,1016,2.2,27.2,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:06,1626,2169,20.8,167,1016,2.2,27.2,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:07,1626,2169,20.8,166,1016,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:08,1626,2169,20.8,166,1016,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:09,1626,2169,20.8,165,1016,2.2,27.2,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:10,1626,2169,20.8,166,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:11,1626,2180,20.8,166,1016,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:12,1626,2180,20.8,166,1016,2.2,27.2,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:13,1626,2180,20.8,166,1016,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:14,1626,2180,20.8,166,1016,2.2,27.2,0,,366
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:15,1626,2180,20.8,166,1016,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:16,1626,2191,20.8,165,1016,2.2,27.2,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:17,1626,2191,20.8,166,1016,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:18,1626,2191,20.8,167,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:19,1626,2191,20.8,167,1016,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:20,1626,2191,20.8,168,1016,2.2,27.2,0,,361
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:21,1626,2191,20.8,167,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:22,1626,2191,20.8,168,1016,2.2,27.2,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:23,1626,2191,20.8,168,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:24,1626,2204,20.8,168,1016,2.2,27.2,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:25,1626,2204,20.8,168,1016,2.2,27.2,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:26,1626,2204,20.8,168,1016,2.2,27.2,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:27,1626,2204,20.8,168,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:28,1626,2204,20.8,168,1016,2.2,27.2,0,,364
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:29,1626,2204,20.8,168,1016,2.2,27.2,0,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:30,1626,2216,20.8,168,1016,2.2,27.1,0,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:31,1627,2216,20.8,169,1016,2.2,27.1,-0.1,,365
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:32,1627,2216,20.8,169,1016,2.2,27.1,-0.1,,363
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:33,1627,2216,20.8,169,1016,2.2,27.1,-0.1,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:32:34,1627,2216,20.8,169,1016,2.2,27.1,-0.1,,362
