,,,,,,,,,,,,,,,,,,,,,,,,,Move samples,,,,,,,,,,
Activity,StartTime [ISO8601],Duration [s],Calories,Distance [m],HrAvg,Latitude,Longitude,SpeedAvg [km/h],TE,AscentAltitude,AscentTime,DescentAltitude,DescentTime,FlatTime,HighAltitude,LowAltitude,HrMin,HrPeak,SpeedMax,TemperatureAvg,TemperatureMax,TemperatureMin,SampleInterval,Device,LocalTime,Altitude,Distance,EnergyConsumption,HeartRate,SeaLevelPressure,Speed,Temperature,VerticalSpeed,,IBI
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:15,1630,3533,20.8,170,1015,2.3,26.5,0.1,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:16,1630,3533,20.8,170,1015,2.3,26.5,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:17,1630,3533,20.8,171,1015,2.3,26.5,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:18,1630,3533,20.8,171,1015,2.3,26.5,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:19,1630,3533,20.8,171,1015,2.3,26.5,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:20,1630,3533,20.8,171,1015,2.3,26.5,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:21,1629,3549,20.8,171,1015,2.3,26.5,0.1,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:22,1629,3549,20.8,171,1015,2.3,26.5,0.1,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:23,1629,3549,20.8,171,1015,2.3,26.5,0.1,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:24,1629,3549,20.8,171,1015,2.3,26.5,0.1,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:25,1629,3549,20.8,171,1015,2.3,26.5,0.1,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:26,1629,3561,20.8,171,1015,2.3,26.5,0.1,,347
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:27,1629,3561,20.8,170,1015,2.3,26.5,0.1,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:28,1629,3561,20.8,170,1015,2.3,26.5,0.1,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:29,1629,3561,20.8,170,1015,2.2,26.5,0.1,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:30,1629,3561,20.8,169,1015,2.2,26.5,0.1,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:31,1629,3571,20.8,168,1015,2.2,26.5,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:32,1629,3571,20.8,168,1015,2.1,26.5,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:33,1629,3571,20.8,167,1015,2.1,26.5,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:34,1629,3571,20.8,167,1015,2.1,26.5,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:35,1629,3571,20.8,167,1015,2.1,26.5,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:36,1629,3582,20.8,165,1015,2.1,26.5,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:37,1629,3582,20.8,165,1015,2.1,26.5,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:38,1629,3582,20.8,165,1015,2,26.5,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:39,1629,3582,20.8,164,1015,2,26.5,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:40,1629,3588,20.8,164,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:41,1630,3588,20.8,163,1015,1.9,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:42,1630,3588,20.8,162,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:43,1630,3588,20.8,162,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:44,1630,3595,20.6,162,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:45,1630,3595,20.6,161,1015,1.9,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:46,1630,3595,20.6,160,1015,1.9,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:47,1630,3595,20.6,160,1015,1.9,26.6,0,,347
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:48,1630,3602,20.6,159,1015,1.9,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:49,1630,3602,20.6,158,1015,1.9,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:50,1630,3602,20.6,158,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:51,1630,3609,20.6,158,1015,1.9,26.6,0,,348
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:52,1630,3609,20.6,157,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:53,1630,3609,20.6,156,1015,1.9,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:54,1630,3609,19,156,1015,1.9,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:55,1630,3616,19,156,1015,1.9,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:56,1630,3616,19,155,1015,1.7,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:57,1630,3616,19,155,1015,0.8,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:58,1630,3616,19,155,1015,0.8,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:44:59,1630,3616,19,154,1015,0.6,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:00,1630,3616,19,153,1016,0.5,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:01,1629,3616,19,152,1016,0.4,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:02,1629,3616,19,152,1016,0.3,26.6,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:03,1629,3616,19,151,1016,0,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:04,1629,3616,16.5,150,1016,0,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:05,1629,3616,16.5,149,1016,0.3,26.6,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:06,1629,3616,16.5,148,1016,0.6,26.6,0,,348
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:07,1629,3616,16.5,147,1016,1.3,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:08,1629,3616,16.5,147,1016,1.6,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:09,1629,3616,16.5,147,1016,1.5,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:10,1629,3622,16.5,147,1016,1.6,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:11,1629,3622,16.5,147,1016,1.7,26.6,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:12,1629,3622,16.5,146,1016,1.7,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:13,1629,3622,16.5,146,1016,1.7,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:14,1629,3630,14.6,146,1016,1.7,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:15,1629,3630,14.6,146,1016,1.7,26.6,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:16,1629,3630,14.6,144,1016,1.7,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:17,1629,3630,14.6,143,1016,1.7,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:18,1629,3630,14.6,142,1016,1.7,26.6,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:19,1629,3637,14.6,142,1016,1.7,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:20,1629,3637,14.6,141,1016,1.6,26.6,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:21,1629,3637,14.6,141,1016,1.6,26.6,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:22,1629,3637,14.6,141,1016,1.7,26.6,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:23,1629,3645,14.6,140,1016,1.7,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:24,1629,3645,12.1,139,1016,1.7,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:25,1629,3645,12.1,138,1016,1.7,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:26,1629,3645,12.1,138,1016,1.7,26.6,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:27,1629,3652,12.1,138,1016,1.7,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:28,1629,3652,12.1,138,1016,1.8,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:29,1629,3652,12.1,138,1016,1.8,26.6,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:30,1629,3659,12.1,137,1016,1.8,26.6,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:31,1629,3659,12.1,137,1016,1.9,26.6,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:32,1629,3659,12.1,137,1016,1.8,26.6,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:33,1629,3659,12.1,137,1016,1.8,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:34,1629,3666,10.3,137,1016,1.8,26.6,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:35,1629,3666,10.3,137,1016,1.8,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:36,1630,3666,10.3,137,1016,1.8,26.6,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:37,1630,3666,0,0,1016,1.8,26.6,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:38,1630,3666,10.3,136,1016,1.8,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:39,1630,3675,10.3,137,1016,1.8,26.6,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:40,1630,3675,10.3,137,1016,1.8,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:41,1630,3675,10.3,138,1016,1.8,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:42,1630,3675,10.3,139,1016,1.8,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:43,1630,3675,10.3,139,1016,1.8,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:44,1630,3684,10.1,139,1016,1.8,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:45,1630,3684,10.1,138,1016,1.8,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:46,1630,3684,10.1,138,1016,1.8,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:47,1630,3684,10.1,137,1016,1.8,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:48,1630,3691,10.1,137,1016,1.8,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:49,1630,3691,10.1,135,1016,1.8,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:50,1630,3691,10.1,133,1016,1.8,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:51,1630,3691,10.1,133,1016,1.8,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:52,1630,3698,10.1,133,1016,1.8,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:53,1630,3698,10.1,133,1016,1.8,26.7,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:54,1630,3698,8.5,134,1016,1.8,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:55,1630,3698,8.5,133,1016,1.8,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:56,1630,3705,8.5,133,1016,1.8,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:57,1630,3705,8.5,133,1016,1.8,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:58,1630,3705,8.5,132,1016,1.8,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:45:59,1630,3705,8.5,132,1016,1.8,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:00,1630,3713,8.5,132,1016,1.8,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:01,1631,3713,8.5,132,1016,1.8,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:02,1631,3713,8.5,131,1016,1.8,26.7,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:03,1631,3713,8.5,131,1016,1.8,26.7,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:04,1631,3719,7.4,131,1016,1.8,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:05,1631,3719,7.4,131,1016,1.8,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:06,1631,3719,7.4,130,1016,1.8,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:07,1631,3719,7.4,130,1016,1.7,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:08,1631,3719,7.4,129,1016,1.7,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:09,1631,3725,7.4,129,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:10,1631,3725,7.4,129,1016,1.6,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:11,1631,3725,7.4,130,1016,1.5,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:12,1631,3725,7.4,131,1016,1.5,26.7,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:13,1631,3725,7.4,130,1016,1.5,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:14,1631,3725,6.7,130,1016,1.5,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:15,1631,3725,6.7,129,1016,1.5,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:16,1631,3733,6.7,129,1016,1.5,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:17,1631,3733,6.7,129,1016,1.5,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:18,1631,3733,6.7,129,1016,1.6,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:19,1631,3740,6.7,129,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:20,1631,3740,0,0,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:21,1631,3740,0,0,1016,1.6,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:22,1631,3740,6.7,130,1016,1.6,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:23,1631,3747,6.7,130,1016,1.6,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:24,1631,3747,6.4,130,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:25,1631,3747,6.4,130,1016,1.6,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:26,1631,3747,6.4,130,1016,1.6,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:27,1631,3754,6.4,130,1016,1.7,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:28,1631,3754,0,0,1016,1.7,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:29,1631,3754,0,0,1016,1.6,26.7,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:30,1631,3754,0,0,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:31,1631,3754,0,0,1016,1.6,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:32,1631,3762,0,0,1016,1.6,26.7,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:33,1631,3762,0,0,1016,1.6,26.7,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:34,1631,3762,0,0,1016,1.6,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:35,1631,3762,0,0,1016,1.6,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:36,1631,3762,0,0,1016,1.6,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:37,1631,3769,0,0,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:38,1631,3769,0,0,1016,1.6,26.7,0,,358
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:39,1631,3769,0,0,1016,1.6,26.7,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:40,1631,3769,0,0,1016,1.6,26.7,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:41,1631,3769,0,0,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:42,1631,3769,0,0,1016,1.6,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:43,1631,3779,0,0,1016,1.6,26.7,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:44,1631,3779,0,0,1016,1.6,26.7,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:45,1631,3779,0,0,1016,1.6,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:46,1631,3779,0,0,1016,1.6,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:47,1631,3785,0,0,1016,1.6,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:48,1631,3785,0,0,1016,1.6,26.7,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:49,1631,3785,0,0,1016,1.7,26.7,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:50,1631,3792,0,0,1016,1.7,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:51,1632,3792,0,0,1016,1.7,26.7,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:52,1632,3792,0,0,1016,1.7,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:53,1632,3792,0,0,1016,1.7,26.7,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:54,1632,3792,0,0,1016,1.7,26.7,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:55,1632,3799,0,0,1016,1.7,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:56,1632,3799,0,0,1016,1.7,26.7,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:57,1632,3799,0,0,1016,1.7,26.7,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:58,1632,3799,0,0,1016,1.7,26.7,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:46:59,1632,3799,0,0,1016,1.7,26.7,0,,347
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:00,1632,3808,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:01,1631,3808,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:02,1631,3808,0,0,1016,1.7,26.8,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:03,1631,3808,0,0,1016,1.7,26.8,0,,348
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:04,1631,3815,0,0,1016,1.7,26.8,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:05,1631,3815,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:06,1631,3815,0,0,1016,1.7,26.8,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:07,1631,3815,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:08,1631,3815,0,0,1016,1.7,26.8,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:09,1631,3822,0,0,1016,1.7,26.8,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:10,1631,3822,0,0,1016,1.7,26.8,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:11,1631,3822,0,0,1016,1.7,26.8,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:12,1631,3822,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:13,1631,3822,0,0,1016,1.7,26.8,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:14,1631,3830,0,0,1016,1.7,26.8,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:15,1631,3830,0,0,1016,1.7,26.8,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:16,1631,3830,0,0,1016,1.7,26.8,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:17,1631,3830,0,0,1016,1.7,26.8,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:18,1631,3837,0,0,1016,1.7,26.8,0,,349
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:19,1631,3837,0,0,1016,1.7,26.8,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:20,1631,3837,0,0,1016,1.7,26.8,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:21,1632,3843,0,0,1016,1.7,26.8,0,,350
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:22,1632,3843,0,0,1016,1.7,26.8,0,,352
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:23,1632,3843,0,0,1016,1.7,26.8,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:24,1632,3843,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:25,1632,3849,0,0,1016,1.7,26.8,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:26,1632,3849,0,0,1016,1.7,26.8,0,,355
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:27,1632,3849,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:28,1632,3855,0,0,1016,1.7,26.8,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:29,1632,3855,0,0,1016,1.7,26.8,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:30,1632,3855,0,0,1016,1.7,26.8,0,,357
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:31,1632,3855,0,0,1016,1.7,26.8,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:32,1632,3861,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:33,1632,3861,0,0,1016,1.7,26.8,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:34,1632,3861,0,0,1016,1.7,26.8,0,,360
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:35,1632,3861,0,0,1016,1.7,26.8,0,,354
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:36,1632,3868,0,0,1016,1.7,26.8,0,,359
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:37,1632,3868,0,0,1016,1.7,26.8,0,,362
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:38,1632,3868,0,0,1016,1.7,26.8,0,,351
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:39,1632,3868,0,0,1016,1.7,26.8,0,,358
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:40,1632,3874,0,0,1016,1.7,26.8,0,,358
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:41,1632,3874,0,0,1016,1.7,26.8,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:42,1632,3874,0,0,1016,1.7,26.8,0,,353
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:43,1632,3874,0,0,1016,1.7,26.8,0,,356
,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-31 19:47:44,1632,3882,0,0,1016,1.7,26.8,0,,359
